行政区域コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（ｶﾅ）,市区町村名（ｶﾅ）,コードの改定区分,改正年月日,改正後のコード,改正後の名称,改正後の名称(ｶﾅ),改正事由等
1638,北海道,中札内村,ﾎｯｶｲﾄﾞｳ,ﾅｶｻﾂﾅｲﾑﾗ,,,1638,,,
1639,北海道,更別村,ﾎｯｶｲﾄﾞｳ,ｻﾗﾍﾞﾂﾑﾗ,,,1639,,,
1640,北海道,忠類村,ﾎｯｶｲﾄﾞｳ,ﾁｭｳﾙｲﾑﾗ,欠番,H18.2.6,1643,幕別町,ﾏｸﾍﾞﾂﾁｮｳ,合併後は幕別町
1641,北海道,大樹町,ﾎｯｶｲﾄﾞｳ,ﾀｲｷﾁｮｳ,,,1641,,,
1642,北海道,広尾町,ﾎｯｶｲﾄﾞｳ,ﾋﾛｵﾁｮｳ,,,1642,,,
1643,北海道,幕別町,ﾎｯｶｲﾄﾞｳ,ﾏｸﾍﾞﾂﾁｮｳ,,,1643,,,
1644,北海道,池田町,ﾎｯｶｲﾄﾞｳ,ｲｹﾀﾞﾁｮｳ,,,1644,,,
1645,北海道,豊頃町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｺﾛﾁｮｳ,,,1645,,,
1646,北海道,本別町,ﾎｯｶｲﾄﾞｳ,ﾎﾝﾍﾞﾂﾁｮｳ,,,1646,,,
1647,北海道,足寄町,ﾎｯｶｲﾄﾞｳ,ｱｼｮﾛﾁｮｳ,,,1647,,,
1648,北海道,陸別町,ﾎｯｶｲﾄﾞｳ,ﾘｸﾍﾞﾂﾁｮｳ,,,1648,,,
1649,北海道,浦幌町,ﾎｯｶｲﾄﾞｳ,ｳﾗﾎﾛﾁｮｳ,,,1649,,,
1661,北海道,釧路町,ﾎｯｶｲﾄﾞｳ,ｸｼﾛﾁｮｳ,,,1661,,,
1662,北海道,厚岸町,ﾎｯｶｲﾄﾞｳ,ｱｯｹｼﾁｮｳ,,,1662,,,
1663,北海道,浜中町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾅｶﾁｮｳ,,,1663,,,
1664,北海道,標茶町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾁｬﾁｮｳ,,,1664,,,
1665,北海道,弟子屈町,ﾎｯｶｲﾄﾞｳ,ﾃｼｶｶﾞﾁｮｳ,,,1665,,,
1666,北海道,阿寒町,ﾎｯｶｲﾄﾞｳ,ｱｶﾝﾁｮｳ,欠番,H17.10.11,1206,釧路市,ｸｼﾛｼ,合併後は釧路市
1667,北海道,鶴居村,ﾎｯｶｲﾄﾞｳ,ﾂﾙｲﾑﾗ,,,1667,,,
1668,北海道,白糠町,ﾎｯｶｲﾄﾞｳ,ｼﾗﾇｶﾁｮｳ,,,1668,,,
1669,北海道,音別町,ﾎｯｶｲﾄﾞｳ,ｵﾝﾍﾞﾂﾁｮｳ,欠番,H17.10.11,1206,釧路市,ｸｼﾛｼ,合併後は釧路市
1691,北海道,別海町,ﾎｯｶｲﾄﾞｳ,ﾍﾞﾂｶｲﾁｮｳ,,,1691,,,
1692,北海道,中標津町,ﾎｯｶｲﾄﾞｳ,ﾅｶｼﾍﾞﾂﾁｮｳ,,,1692,,,
1693,北海道,標津町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂﾁｮｳ,,,1693,,,
1694,北海道,羅臼町,ﾎｯｶｲﾄﾞｳ,ﾗｳｽﾁｮｳ,,,1694,,,
1695,北海道,色丹村,ﾎｯｶｲﾄﾞｳ,ｼｺﾀﾝﾑﾗ,,,1695,,,
1696,北海道,泊村,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾘﾑﾗ,,,1696,,,
1697,北海道,留夜別村,ﾎｯｶｲﾄﾞｳ,ﾙﾔﾍﾞﾂﾑﾗ,,,1697,,,
1698,北海道,留別村,ﾎｯｶｲﾄﾞｳ,ﾙﾍﾞﾂﾑﾗ,,,1698,,,
1699,北海道,紗那村,ﾎｯｶｲﾄﾞｳ,ｼｬﾅﾑﾗ,,,1699,,,
1700,北海道,蘂取村,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾄﾛﾑﾗ,,,1700,,,
2000,青森県,,ｱｵﾓﾘｹﾝ,,,,2000,,,
2201,青森県,青森市,ｱｵﾓﾘｹﾝ,ｱｵﾓﾘｼ,,,2201,,,
2202,青森県,弘前市,ｱｵﾓﾘｹﾝ,ﾋﾛｻｷｼ,,,2202,,,
2203,青森県,八戸市,ｱｵﾓﾘｹﾝ,ﾊﾁﾉﾍｼ,,,2203,,,
2204,青森県,黒石市,ｱｵﾓﾘｹﾝ,ｸﾛｲｼｼ,,,2204,,,
2205,青森県,五所川原市,ｱｵﾓﾘｹﾝ,ｺﾞｼｮｶﾞﾜﾗｼ,,,2205,,,
2206,青森県,十和田市,ｱｵﾓﾘｹﾝ,ﾄﾜﾀﾞｼ,,,2206,,,
2207,青森県,三沢市,ｱｵﾓﾘｹﾝ,ﾐｻﾜｼ,,,2207,,,
2208,青森県,むつ市,ｱｵﾓﾘｹﾝ,ﾑﾂｼ,,,2208,,,
2209,青森県,つがる市,ｱｵﾓﾘｹﾝ,ﾂｶﾞﾙｼ,,,2209,,,
2210,青森県,平川市,ｱｵﾓﾘｹﾝ,ﾋﾗｶﾜｼ,,,2210,,,
2301,青森県,平内町,ｱｵﾓﾘｹﾝ,ﾋﾗﾅｲﾏﾁ,,,2301,,,
2303,青森県,今別町,ｱｵﾓﾘｹﾝ,ｲﾏﾍﾞﾂﾏﾁ,,,2303,,,
2304,青森県,蓬田村,ｱｵﾓﾘｹﾝ,ﾖﾓｷﾞﾀﾑﾗ,,,2304,,,
2307,青森県,外ヶ浜町,ｱｵﾓﾘｹﾝ,ｿﾄｶﾞﾊﾏﾏﾁ,,,2307,,,
2321,青森県,鰺ヶ沢町,ｱｵﾓﾘｹﾝ,ｱｼﾞｶﾞｻﾜﾏﾁ,,,2321,,,
2323,青森県,深浦町,ｱｵﾓﾘｹﾝ,ﾌｶｳﾗﾏﾁ,,,2323,,,
2341,青森県,岩木町,ｱｵﾓﾘｹﾝ,ｲﾜｷﾏﾁ,欠番,H18.2.27,2202,弘前市,ﾋﾛｻｷｼ,合併後は弘前市
2342,青森県,相馬村,ｱｵﾓﾘｹﾝ,ｿｳﾏﾑﾗ,欠番,H18.2.27,2202,弘前市,ﾋﾛｻｷｼ,合併後は弘前市
2343,青森県,西目屋村,ｱｵﾓﾘｹﾝ,ﾆｼﾒﾔﾑﾗ,,,2343,,,
2361,青森県,藤崎町,ｱｵﾓﾘｹﾝ,ﾌｼﾞｻｷﾏﾁ,,,2361,,,
2362,青森県,大鰐町,ｱｵﾓﾘｹﾝ,ｵｵﾜﾆﾏﾁ,,,2362,,,
2363,青森県,尾上町,ｱｵﾓﾘｹﾝ,ｵﾉｴﾏﾁ,欠番,H18.1.1,2210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
2364,青森県,浪岡町,ｱｵﾓﾘｹﾝ,ﾅﾐｵｶﾏﾁ,欠番,H17.4.1,2201,青森市,ｱｵﾓﾘｼ,合併後は青森市
2365,青森県,平賀町,ｱｵﾓﾘｹﾝ,ﾋﾗｶﾏﾁ,欠番,H18.1.1,2210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
2367,青森県,田舎館村,ｱｵﾓﾘｹﾝ,ｲﾅｶﾀﾞﾃﾑﾗ,,,2367,,,
2368,青森県,碇ヶ関村,ｱｵﾓﾘｹﾝ,ｲｶﾘｶﾞｾｷﾑﾗ,欠番,H18.1.1,2210,平川市,ﾋﾗｶﾜｼ,合併後は平川市
2381,青森県,板柳町,ｱｵﾓﾘｹﾝ,ｲﾀﾔﾅｷﾞﾏﾁ,,,2381,,,
2384,青森県,鶴田町,ｱｵﾓﾘｹﾝ,ﾂﾙﾀﾏﾁ,,,2384,,,
2387,青森県,中泊町,ｱｵﾓﾘｹﾝ,ﾅｶﾄﾞﾏﾘﾏﾁ,,,2387,,,
2401,青森県,野辺地町,ｱｵﾓﾘｹﾝ,ﾉﾍｼﾞﾏﾁ,,,2401,,,
2402,青森県,七戸町,ｱｵﾓﾘｹﾝ,ｼﾁﾉﾍﾏﾁ,,,2402,,,
2403,青森県,百石町,ｱｵﾓﾘｹﾝ,ﾓﾓｲｼﾏﾁ,欠番,H18.3.1,2412,おいらせ町,ｵｲﾗｾﾁｮｳ,合併後はおいらせ町
2405,青森県,六戸町,ｱｵﾓﾘｹﾝ,ﾛｸﾉﾍﾏﾁ,,,2405,,,
2406,青森県,横浜町,ｱｵﾓﾘｹﾝ,ﾖｺﾊﾏﾏﾁ,,,2406,,,
2408,青森県,東北町,ｱｵﾓﾘｹﾝ,ﾄｳﾎｸﾏﾁ,,,2408,,,
2410,青森県,下田町,ｱｵﾓﾘｹﾝ,ｼﾓﾀﾞﾏﾁ,欠番,H18.3.1,2412,おいらせ町,ｵｲﾗｾﾁｮｳ,合併後はおいらせ町
2411,青森県,六ヶ所村,ｱｵﾓﾘｹﾝ,ﾛｯｶｼｮﾑﾗ,,,2411,,,
2412,青森県,おいらせ町,ｱｵﾓﾘｹﾝ,ｵｲﾗｾﾁｮｳ,,,2412,,,
2423,青森県,大間町,ｱｵﾓﾘｹﾝ,ｵｵﾏﾏﾁ,,,2423,,,
2424,青森県,東通村,ｱｵﾓﾘｹﾝ,ﾋｶﾞｼﾄﾞｵﾘﾑﾗ,,,2424,,,
2425,青森県,風間浦村,ｱｵﾓﾘｹﾝ,ｶｻﾞﾏｳﾗﾑﾗ,,,2425,,,
2426,青森県,佐井村,ｱｵﾓﾘｹﾝ,ｻｲﾑﾗ,,,2426,,,
2441,青森県,三戸町,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍﾏﾁ,,,2441,,,
2442,青森県,五戸町,ｱｵﾓﾘｹﾝ,ｺﾞﾉﾍﾏﾁ,,,2442,,,
2443,青森県,田子町,ｱｵﾓﾘｹﾝ,ﾀｯｺﾏﾁ,,,2443,,,
2444,青森県,名川町,ｱｵﾓﾘｹﾝ,ﾅｶﾞﾜﾏﾁ,欠番,H18.1.1,2445,南部町,ﾅﾝﾌﾞﾁｮｳ,合併後は南部町
2445,青森県,南部町,ｱｵﾓﾘｹﾝ,ﾅﾝﾌﾞﾁｮｳ,,,2445,,,
2446,青森県,階上町,ｱｵﾓﾘｹﾝ,ﾊｼｶﾐﾁｮｳ,,,2446,,,
2447,青森県,福地村,ｱｵﾓﾘｹﾝ,ﾌｸﾁﾑﾗ,欠番,H18.1.1,2445,南部町,ﾅﾝﾌﾞﾁｮｳ,合併後は南部町
2450,青森県,新郷村,ｱｵﾓﾘｹﾝ,ｼﾝｺﾞｳﾑﾗ,,,2450,,,
3000,岩手県,,ｲﾜﾃｹﾝ,,,,3000,,,
3201,岩手県,盛岡市,ｲﾜﾃｹﾝ,ﾓﾘｵｶｼ,,,3201,,,
3202,岩手県,宮古市,ｲﾜﾃｹﾝ,ﾐﾔｺｼ,,,3202,,,
3203,岩手県,大船渡市,ｲﾜﾃｹﾝ,ｵｵﾌﾅﾄｼ,,,3203,,,
3204,岩手県,水沢市,ｲﾜﾃｹﾝ,ﾐｽﾞｻﾜｼ,欠番,H18.2.20,3215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
3205,岩手県,花巻市,ｲﾜﾃｹﾝ,ﾊﾅﾏｷｼ,,,3205,,,
3206,岩手県,北上市,ｲﾜﾃｹﾝ,ｷﾀｶﾐｼ,,,3206,,,
3207,岩手県,久慈市,ｲﾜﾃｹﾝ,ｸｼﾞｼ,,,3207,,,
3208,岩手県,遠野市,ｲﾜﾃｹﾝ,ﾄｵﾉｼ,,,3208,,,
3209,岩手県,一関市,ｲﾜﾃｹﾝ,ｲﾁﾉｾｷｼ,,,3209,,,
3210,岩手県,陸前高田市,ｲﾜﾃｹﾝ,ﾘｸｾﾞﾝﾀｶﾀｼ,,,3210,,,
3211,岩手県,釜石市,ｲﾜﾃｹﾝ,ｶﾏｲｼｼ,,,3211,,,
3212,岩手県,江刺市,ｲﾜﾃｹﾝ,ｴｻｼｼ,欠番,H18.2.20,3215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
3213,岩手県,二戸市,ｲﾜﾃｹﾝ,ﾆﾉﾍｼ,,,3213,,,
3214,岩手県,八幡平市,ｲﾜﾃｹﾝ,ﾊﾁﾏﾝﾀｲｼ,,,3214,,,
3215,岩手県,奥州市,ｲﾜﾃｹﾝ,ｵｳｼｭｳｼ,,,3215,,,
3216,岩手県,滝沢市,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜｼ,,,3216,,,
3301,岩手県,雫石町,ｲﾜﾃｹﾝ,ｼｽﾞｸｲｼﾁｮｳ,,,3301,,,
3302,岩手県,葛巻町,ｲﾜﾃｹﾝ,ｸｽﾞﾏｷﾏﾁ,,,3302,,,
3303,岩手県,岩手町,ｲﾜﾃｹﾝ,ｲﾜﾃﾏﾁ,,,3303,,,
3304,岩手県,西根町,ｲﾜﾃｹﾝ,ﾆｼﾈﾁｮｳ,欠番,H17.9.1,3214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
3305,岩手県,滝沢村,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜﾑﾗ,欠番,H26.1.1,3216,滝沢市,ﾀｷｻﾞﾜｼ,市制施行
3306,岩手県,松尾村,ｲﾜﾃｹﾝ,ﾏﾂｵﾑﾗ,欠番,H17.9.1,3214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
3307,岩手県,玉山村,ｲﾜﾃｹﾝ,ﾀﾏﾔﾏﾑﾗ,欠番,H18.1.10,3201,盛岡市,ﾓﾘｵｶｼ,合併後は盛岡市
3308,岩手県,安代町,ｲﾜﾃｹﾝ,ｱｼﾛﾁｮｳ,欠番,H17.9.1,3214,八幡平市,ﾊﾁﾏﾝﾀｲｼ,合併後は八幡平市
3321,岩手県,紫波町,ｲﾜﾃｹﾝ,ｼﾜﾁｮｳ,,,3321,,,
3322,岩手県,矢巾町,ｲﾜﾃｹﾝ,ﾔﾊﾊﾞﾁｮｳ,,,3322,,,
3341,岩手県,大迫町,ｲﾜﾃｹﾝ,ｵｵﾊｻﾏﾏﾁ,欠番,H18.1.1,3205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
3342,岩手県,石鳥谷町,ｲﾜﾃｹﾝ,ｲｼﾄﾞﾘﾔﾁｮｳ,欠番,H18.1.1,3205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
3361,岩手県,東和町,ｲﾜﾃｹﾝ,ﾄｳﾜﾁｮｳ,欠番,H18.1.1,3205,花巻市,ﾊﾅﾏｷｼ,合併後は花巻市
3363,岩手県,湯田町,ｲﾜﾃｹﾝ,ﾕﾀﾞﾏﾁ,欠番,H17.11.1,3366,西和賀町,ﾆｼﾜｶﾞﾏﾁ,合併後は西和賀町
3365,岩手県,沢内村,ｲﾜﾃｹﾝ,ｻﾜｳﾁﾑﾗ,欠番,H17.11.1,3366,西和賀町,ﾆｼﾜｶﾞﾏﾁ,合併後は西和賀町
3366,岩手県,西和賀町,ｲﾜﾃｹﾝ,ﾆｼﾜｶﾞﾏﾁ,,,3366,,,
3381,岩手県,金ケ崎町,ｲﾜﾃｹﾝ,ｶﾈｶﾞｻｷﾁｮｳ,,,3381,,,
3382,岩手県,前沢町,ｲﾜﾃｹﾝ,ﾏｴｻﾜﾁｮｳ,欠番,H18.2.20,3215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
3383,岩手県,胆沢町,ｲﾜﾃｹﾝ,ｲｻﾜﾁｮｳ,欠番,H18.2.20,3215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
3384,岩手県,衣川村,ｲﾜﾃｹﾝ,ｺﾛﾓｶﾞﾜﾑﾗ,欠番,H18.2.20,3215,奥州市,ｵｳｼｭｳｼ,合併後は奥州市
3401,岩手県,花泉町,ｲﾜﾃｹﾝ,ﾊﾅｲｽﾞﾐﾏﾁ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3402,岩手県,平泉町,ｲﾜﾃｹﾝ,ﾋﾗｲｽﾞﾐﾁｮｳ,,,3402,,,
3421,岩手県,大東町,ｲﾜﾃｹﾝ,ﾀﾞｲﾄｳﾁｮｳ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3422,岩手県,藤沢町,ｲﾜﾃｹﾝ,ﾌｼﾞｻﾜﾁｮｳ,欠番,H23.9.26,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3423,岩手県,千厩町,ｲﾜﾃｹﾝ,ｾﾝﾏﾔﾁｮｳ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3424,岩手県,東山町,ｲﾜﾃｹﾝ,ﾋｶﾞｼﾔﾏﾁｮｳ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3425,岩手県,室根村,ｲﾜﾃｹﾝ,ﾑﾛﾈﾑﾗ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3426,岩手県,川崎村,ｲﾜﾃｹﾝ,ｶﾜｻｷﾑﾗ,欠番,H17.9.20,3209,一関市,ｲﾁﾉｾｷｼ,合併後は一関市
3441,岩手県,住田町,ｲﾜﾃｹﾝ,ｽﾐﾀﾁｮｳ,,,3441,,,
3461,岩手県,大槌町,ｲﾜﾃｹﾝ,ｵｵﾂﾁﾁｮｳ,,,3461,,,
3462,岩手県,宮守村,ｲﾜﾃｹﾝ,ﾐﾔﾓﾘﾑﾗ,欠番,H17.10.1,3208,遠野市,ﾄｵﾉｼ,合併後は遠野市
3481,岩手県,田老町,ｲﾜﾃｹﾝ,ﾀﾛｳﾁｮｳ,欠番,H17.6.6,3202,宮古市,ﾐﾔｺｼ,合併後は宮古市
3482,岩手県,山田町,ｲﾜﾃｹﾝ,ﾔﾏﾀﾞﾏﾁ,,,3482,,,
3483,岩手県,岩泉町,ｲﾜﾃｹﾝ,ｲﾜｲｽﾞﾐﾁｮｳ,,,3483,,,
3484,岩手県,田野畑村,ｲﾜﾃｹﾝ,ﾀﾉﾊﾀﾑﾗ,,,3484,,,
3485,岩手県,普代村,ｲﾜﾃｹﾝ,ﾌﾀﾞｲﾑﾗ,,,3485,,,
3486,岩手県,新里村,ｲﾜﾃｹﾝ,ﾆｲｻﾄﾑﾗ,欠番,H17.6.6,3202,宮古市,ﾐﾔｺｼ,合併後は宮古市
3487,岩手県,川井村,ｲﾜﾃｹﾝ,ｶﾜｲﾑﾗ,欠番,H22.1.1,3202,宮古市,ﾐﾔｺｼ,合併後は宮古市
3501,岩手県,軽米町,ｲﾜﾃｹﾝ,ｶﾙﾏｲﾏﾁ,,,3501,,,
3502,岩手県,種市町,ｲﾜﾃｹﾝ,ﾀﾈｲﾁﾏﾁ,欠番,H18.1.1,3507,洋野町,ﾋﾛﾉﾁｮｳ,合併後は洋野町
3503,岩手県,野田村,ｲﾜﾃｹﾝ,ﾉﾀﾞﾑﾗ,,,3503,,,
3504,岩手県,山形村,ｲﾜﾃｹﾝ,ﾔﾏｶﾞﾀﾑﾗ,欠番,H18.3.6,3207,久慈市,ｸｼﾞｼ,合併後は久慈市
3505,岩手県,大野村,ｲﾜﾃｹﾝ,ｵｵﾉﾑﾗ,欠番,H18.1.1,3507,洋野町,ﾋﾛﾉﾁｮｳ,合併後は洋野町
3506,岩手県,九戸村,ｲﾜﾃｹﾝ,ｸﾉﾍﾑﾗ,,,3506,,,
3507,岩手県,洋野町,ｲﾜﾃｹﾝ,ﾋﾛﾉﾁｮｳ,,,3507,,,
3521,岩手県,浄法寺町,ｲﾜﾃｹﾝ,ｼﾞョｳﾎﾞｳｼﾞﾏﾁ,欠番,H18.1.1,3213,二戸市,ﾆﾉﾍｼ,合併後は二戸市
3524,岩手県,一戸町,ｲﾜﾃｹﾝ,ｲﾁﾉﾍﾏﾁ,,,3524,,,
4000,宮城県,,ﾐﾔｷﾞｹﾝ,,,,4000,,,
4100,宮城県,仙台市,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼ,,,4100,,,
4101,宮城県,仙台市青葉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｱｵﾊﾞｸ,,,4101,,,
4102,宮城県,仙台市宮城野区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾐﾔｷﾞﾉｸ,,,4102,,,
4103,宮城県,仙台市若林区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾜｶﾊﾞﾔｼｸ,,,4103,,,
4104,宮城県,仙台市太白区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼﾀｲﾊｸｸ,,,4104,,,
4105,宮城県,仙台市泉区,ﾐﾔｷﾞｹﾝ,ｾﾝﾀﾞｲｼｲｽﾞﾐｸ,,,4105,,,
4202,宮城県,石巻市,ﾐﾔｷﾞｹﾝ,ｲｼﾉﾏｷｼ,,,4202,,,
4203,宮城県,塩竈市,ﾐﾔｷﾞｹﾝ,ｼｵｶﾞﾏｼ,,,4203,,,
4204,宮城県,古川市,ﾐﾔｷﾞｹﾝ,ﾌﾙｶﾜｼ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4205,宮城県,気仙沼市,ﾐﾔｷﾞｹﾝ,ｹｾﾝﾇﾏｼ,,,4205,,,
4206,宮城県,白石市,ﾐﾔｷﾞｹﾝ,ｼﾛｲｼｼ,,,4206,,,
4207,宮城県,名取市,ﾐﾔｷﾞｹﾝ,ﾅﾄﾘｼ,,,4207,,,
4208,宮城県,角田市,ﾐﾔｷﾞｹﾝ,ｶｸﾀﾞｼ,,,4208,,,
4209,宮城県,多賀城市,ﾐﾔｷﾞｹﾝ,ﾀｶﾞｼﾞｮｳｼ,,,4209,,,
4211,宮城県,岩沼市,ﾐﾔｷﾞｹﾝ,ｲﾜﾇﾏｼ,,,4211,,,
4212,宮城県,登米市,ﾐﾔｷﾞｹﾝ,ﾄﾒｼ,,,4212,,,
4213,宮城県,栗原市,ﾐﾔｷﾞｹﾝ,ｸﾘﾊﾗｼ,,,4213,,,
4214,宮城県,東松島市,ﾐﾔｷﾞｹﾝ,ﾋｶﾞｼﾏﾂｼﾏｼ,,,4214,,,
4215,宮城県,大崎市,ﾐﾔｷﾞｹﾝ,ｵｵｻｷｼ,,,4215,,,
4216,宮城県,富谷市,ﾐﾔｷﾞｹﾝ,ﾄﾐﾔｼ,,,4216,,,
4301,宮城県,蔵王町,ﾐﾔｷﾞｹﾝ,ｻﾞｵｳﾏﾁ,,,4301,,,
4302,宮城県,七ヶ宿町,ﾐﾔｷﾞｹﾝ,ｼﾁｶｼｭｸﾏﾁ,,,4302,,,
4321,宮城県,大河原町,ﾐﾔｷﾞｹﾝ,ｵｵｶﾞﾜﾗﾏﾁ,,,4321,,,
4322,宮城県,村田町,ﾐﾔｷﾞｹﾝ,ﾑﾗﾀﾏﾁ,,,4322,,,
4323,宮城県,柴田町,ﾐﾔｷﾞｹﾝ,ｼﾊﾞﾀﾏﾁ,,,4323,,,
4324,宮城県,川崎町,ﾐﾔｷﾞｹﾝ,ｶﾜｻｷﾏﾁ,,,4324,,,
4341,宮城県,丸森町,ﾐﾔｷﾞｹﾝ,ﾏﾙﾓﾘﾏﾁ,,,4341,,,
4361,宮城県,亘理町,ﾐﾔｷﾞｹﾝ,ﾜﾀﾘﾁｮｳ,,,4361,,,
4362,宮城県,山元町,ﾐﾔｷﾞｹﾝ,ﾔﾏﾓﾄﾁｮｳ,,,4362,,,
4401,宮城県,松島町,ﾐﾔｷﾞｹﾝ,ﾏﾂｼﾏﾏﾁ,,,4401,,,
4404,宮城県,七ヶ浜町,ﾐﾔｷﾞｹﾝ,ｼﾁｶﾞﾊﾏﾏﾁ,,,4404,,,
4406,宮城県,利府町,ﾐﾔｷﾞｹﾝ,ﾘﾌﾁｮｳ,,,4406,,,
4421,宮城県,大和町,ﾐﾔｷﾞｹﾝ,ﾀｲﾜﾁｮｳ,,,4421,,,
4422,宮城県,大郷町,ﾐﾔｷﾞｹﾝ,ｵｵｻﾄﾁｮｳ,,,4422,,,
4423,宮城県,富谷町,ﾐﾔｷﾞｹﾝ,ﾄﾐﾔﾏﾁ,欠番,H28.10.10,4216,富谷市,ﾄﾐﾔｼ,市制施行
4424,宮城県,大衡村,ﾐﾔｷﾞｹﾝ,ｵｵﾋﾗﾑﾗ,,,4424,,,
4444,宮城県,色麻町,ﾐﾔｷﾞｹﾝ,ｼｶﾏﾁｮｳ,,,4444,,,
4445,宮城県,加美町,ﾐﾔｷﾞｹﾝ,ｶﾐﾏﾁ,,,4445,,,
4461,宮城県,松山町,ﾐﾔｷﾞｹﾝ,ﾏﾂﾔﾏﾏﾁ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4462,宮城県,三本木町,ﾐﾔｷﾞｹﾝ,ｻﾝﾎﾞﾝｷﾞﾁｮｳ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4463,宮城県,鹿島台町,ﾐﾔｷﾞｹﾝ,ｶｼﾏﾀﾞｲﾏﾁ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4481,宮城県,岩出山町,ﾐﾔｷﾞｹﾝ,ｲﾜﾃﾞﾔﾏﾏﾁ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4482,宮城県,鳴子町,ﾐﾔｷﾞｹﾝ,ﾅﾙｺﾁｮｳ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4501,宮城県,涌谷町,ﾐﾔｷﾞｹﾝ,ﾜｸﾔﾁｮｳ,,,4501,,,
4502,宮城県,田尻町,ﾐﾔｷﾞｹﾝ,ﾀｼﾞﾘﾁｮｳ,欠番,H18.3.31,4215,大崎市,ｵｵｻｷｼ,合併後は大崎市
4503,宮城県,小牛田町,ﾐﾔｷﾞｹﾝ,ｺｺﾞﾀﾁｮｳ,欠番,H18.1.1,4505,美里町,ﾐｻﾄﾏﾁ,合併後は美里町
4504,宮城県,南郷町,ﾐﾔｷﾞｹﾝ,ﾅﾝｺﾞｳﾁｮｳ,欠番,H18.1.1,4505,美里町,ﾐｻﾄﾏﾁ,合併後は美里町
4505,宮城県,美里町,ﾐﾔｷﾞｹﾝ,ﾐｻﾄﾏﾁ,,,4505,,,
4521,宮城県,築館町,ﾐﾔｷﾞｹﾝ,ﾂｷﾀﾞﾃﾁｮｳ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
4522,宮城県,若柳町,ﾐﾔｷﾞｹﾝ,ﾜｶﾔﾅｷﾞﾁｮｳ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
4523,宮城県,栗駒町,ﾐﾔｷﾞｹﾝ,ｸﾘｺﾏﾏﾁ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
4524,宮城県,高清水町,ﾐﾔｷﾞｹﾝ,ﾀｶｼﾐｽﾞﾏﾁ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
4525,宮城県,一迫町,ﾐﾔｷﾞｹﾝ,ｲﾁﾊｻﾏﾁｮｳ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
4526,宮城県,瀬峰町,ﾐﾔｷﾞｹﾝ,ｾﾐﾈﾁｮｳ,欠番,H17.4.1,4213,栗原市,ｸﾘﾊﾗｼ,合併後は栗原市
